Response ID,Response Time,Q1: Respect,Q1 Select Index,Q1 Comment,Q2: Explanations,Q2 Select Index,Q2 Comment,Q3: Helpfulness,Q3 Select Index,Q3 Comment,Q4: Instructor Overall,Q4 Select Index,Q4 Comment,Q5: Organization,Q5 Select Index,Q5 Comment,Q6: Clear Expectations,Q6 Select Index,Q6 Comment,Q7: Content Usefulness,Q7 Select Index,Q7 Comment,Q8: Assignment Value,Q8 Select Index,Q8 Comment,Q9: Feedback,Q9 Select Index,Q9 Comment,Q10: Use of Technology,Q10 Select Index,Q10 Comment,Q11: Learning Climate,Q11 Select Index,Q11 Comment,Q12: Course Overall,Q12 Select Index,Q12 Comment,Q13: Expected Grade,Q13 Select Index,Q13 Comment,Q14: Required or Elective,Q14 Select Index,Q14 Comment,Q15: Workload,Q15 Select Index,Q15 Comment,Q16: Course Strengths,Q16 Select Index,Q16 Comment,Q17: Course Weaknesses,Q17 Select Index,Q17 Comment,Q18: Improvements to be Made,Q18 Select Index,Q18 Comment,Course,Term,Q1: Organization,Q3: Questions,Q4: Visual Presentation,Q5: Oral Presentation,Q6: Availability,Q7: Ability to hold Interest,Q8: Effectiveness,Q9: Attendance,Q10: Assigned Work,Q11: Printed Notes,Q12: Textbook,Q13: New Material,Q14: Assigned Work Amount,Q15: Hours Per Week,Q16: What instructor has done well,Q17: Improvements to technique or style,Q18: Course's strong points,Q19: Course's weak points,Q19 Select Index,Q19 Comment,Q20: Class atmosphere,Q20 Select Index,Q20 Comment,Q21: Other Comments,Q21 Select Index,Q21 Comment,Q1: Q1,Q2: Q2,Q3: Q3,Q4: Q4,Q5: Q5,Q6: Q6,Q7: Q7,Q8: Q8,Q9: Q9,Q10: Q10,Q11: Q11,Q12: Q12,Q13: Q13,Q14: Q14,Q15: Q15,Q16: Q16,Q17: Q17,Q18: Q18,Q19: Things Done Well,Q20: Improvements to be Made
484294,2018-11-21T16:08:59.735706-05:00,,1.0,,,1.0,,,0.0,,,0.0,,,,,,2.0,,,1.0,,,1.0,,,1.0,,,1.0,,,3.0,,,3.0,,,,,,1.0,,,1.0,,,3.0,My tutorial happened at the beginning of the week and covered material that was taught later in the week,,1.0,,,0.0,,MATH 115,Fall 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,(B),(B),(A) Excellent,(A) Excellent,,(C),(B),(B),(B),(B),(D),(D),,(B),(B),(D),(B),(A) All classes attended,,
484368,2018-11-21T16:11:46.457583-05:00,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,2.0,,,0.0,,,0.0,,,0.0,,,0.0,,,2.0,,,2.0,,,2.0,,,0.0,,,0.0,,,3.0,,,0.0,,,1.0,,MATH 115,Fall 2018,,,,,,,,,,,,,,,,,,,,,,,Too much notes to take in the time given,,,,(A) Organized,(A) Clear,(A) Excellent,(A) Excellent,(A) Volunteering assistance with pleasure,(C),(A) A great deal,(A) Obviously enthusiastic & responsible,(A) Friendly & open,(A) Very high,(C),(C),(C),(A) Very useful,(A) Very closely,(D),(A) Excellent,(B),,
473831,2018-11-20T10:41:19.629394-05:00,,0.0,,,1.0,,,2.0,,,1.0,,,1.0,,,0.0,,,2.0,,,1.0,,,1.0,,,1.0,,,4.0,,,4.0,,,2.0,,,2.0,,,3.0,,,2.0,,,2.0,,,1.0,,MATH 115,Fall 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,(A) Organized,(B),(C),(B),(B),(A) Far too high,(C),(B),(B),(B),(E) Very Difficult,(E) Very heavy,(C),(C),(D),(C),(C),(B),,
483661,2018-11-21T15:11:58.008097-05:00,,0.0,,,0.0,,,0.0,,,0.0,,,,,,2.0,,,2.0,,,1.0,,,0.0,,,1.0,,,3.0,,,2.0,,,,,,2.0,,,1.0,"Course material covered more breadth of knowledge, which I preferred, while tests covered material of examples we did in class",,0.0,,,1.0,,,0.0,,MATH 115,Fall 2018,,,,,,,,,,,,,,,,,,,,"Presentation (whiteboard, projectors) were extremely clear and easy to understand. Questions were always answered very helpfully.",,,,,,,(A) Organized,(A) Clear,(A) Excellent,(A) Excellent,,(C),(C),(B),(A) Friendly & open,(B),(D),(C),,(C),(B),(A) Very valuable,(B),(A) All classes attended,,
484416,2018-11-21T16:13:45.777417-05:00,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,,,2.0,,,0.0,,,1.0,,,1.0,,,4.0,,,4.0,,,,,,1.0,,,1.0,,,4.0,"Tutorials would be useful, but the way they were done were useless to me personally. ",,2.0,,,0.0,,MATH 115,Fall 2018,,,,,,,,,,,,,,,,,,,,The organization of your lectures is exceptional. ,,,"Personally, I would have appreciated reminders in regards to the mathematical notation you used. Often times I found that when I listened to what you were saying, I understood what you were trying to teach. However, because of the pace of the teaching, it is usually quite difficult to take down notes and listen at the same time. As a result, when I copy down all the notes, I may have missed something you said verbally, and then when I look back on my notes, I don’t understand what you wrote as I am unfamiliar with the notation. Nevertheless, you’re a great instructor and thank you.",,,,(A) Organized,(A) Clear,(A) Excellent,(A) Excellent,(A) Volunteering assistance with pleasure,(B),(C),(A) Obviously enthusiastic & responsible,(B),(B),(E) Very Difficult,(E) Very heavy,,(B),(B),(E) Not valuable at all,(C),(A) All classes attended,,
487380,2018-11-22T10:30:09.071027-05:00,,1.0,,,2.0,,,1.0,,,0.0,,,1.0,,,1.0,,,0.0,,,0.0,,,0.0,,,1.0,,,4.0,,,3.0,,,1.0,,,0.0,,,0.0,,,0.0,,,1.0,,,0.0,,MATH 115,Fall 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,(B),(C),(B),(A) Excellent,(B),(B),(A) A great deal,(A) Obviously enthusiastic & responsible,(A) Friendly & open,(B),(E) Very Difficult,(D),(B),(A) Very useful,(A) Very closely,(A) Very valuable,(B),(A) All classes attended,,
484395,2018-11-21T16:12:48.257201-05:00,,1.0,,,1.0,,,0.0,,,1.0,,,0.0,,,1.0,,,1.0,,,1.0,,,0.0,,,1.0,,,3.0,,,3.0,,,1.0,,,0.0,,,1.0,,,2.0,,,1.0,,,0.0,,MATH 115,Fall 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,(B),(B),(A) Excellent,(B),(A) Volunteering assistance with pleasure,(B),(B),(B),(A) Friendly & open,(B),(D),(D),(B),(A) Very useful,(B),(C),(B),(A) All classes attended,,
484268,2018-11-21T16:08:05.661719-05:00,,2.0,,,1.0,,,0.0,,,1.0,,,,,,1.0,,,2.0,,,1.0,,,2.0,,,1.0,,,3.0,,,3.0,,,3.0,,,0.0,,,0.0,,,4.0,,,1.0,,,0.0,,MATH 115,Fall 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,(C),(B),(A) Excellent,(B),,(B),(C),(B),(C),(B),(D),(D),(D),(A) Very useful,(A) Very closely,(E) Not valuable at all,(B),(A) All classes attended,,
484271,2018-11-21T16:08:13.956395-05:00,,2.0,,,1.0,,,1.0,,,1.0,,,0.0,,,2.0,,,1.0,,,2.0,,,0.0,,,3.0,,,3.0,,,3.0,,,3.0,,,0.0,,,0.0,,,3.0,,,3.0,,,0.0,,MATH 115,Fall 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,(C),(B),(B),(B),(A) Volunteering assistance with pleasure,(C),(B),(C),(A) Friendly & open,(D),(D),(D),(D),(A) Very useful,(A) Very closely,(D),(D),(A) All classes attended,,
484289,2018-11-21T16:08:55.008292-05:00,,2.0,,,0.0,,,0.0,,,1.0,,,0.0,,,1.0,,,2.0,,,1.0,,,1.0,,,1.0,,,3.0,,,3.0,,,3.0,,,1.0,,,1.0,,,3.0,,,1.0,,,0.0,,MATH 115,Fall 2018,,,,,,,,,,,,,,,,,,,,,,,There are way too many notes. It would be nice to have some time to actually try doing the exercises in class. ,,,,(C),(A) Clear,(A) Excellent,(B),(A) Volunteering assistance with pleasure,(B),(C),(B),(B),(B),(D),(D),(D),(B),(B),(D),(B),(A) All classes attended,,
484444,2018-11-21T16:16:45.147530-05:00,,0.0,,,1.0,,,0.0,,,0.0,"Mukto has very neat writing, I love it.",,,,,1.0,,,0.0,,,1.0,,,0.0,,,1.0,,,4.0,,,4.0,,,,,,0.0,,,0.0,,,2.0,,,2.0,,,1.0,,MATH 115,Fall 2018,,,,,,,,,,,,,,,,,,,,,,,"I understand that this course has a lot of material to get through in the short amount of time we have, but often Mukto would cover a lot of material in the last 20 minutes of class and everyone would be desperately scribbling down every character, not understanding what it means but also so lost that they don’t know what to even ask to better understand. The whole course was utterly confusing but I think that that’s just the way the material is. It might be nice to wait for everyone to catch up and review what just happened and let people process it and ask questions, time allowing. ",,,,(A) Organized,(B),(A) Excellent,(A) Excellent,,(B),(A) A great deal,(B),(A) Friendly & open,(B),(E) Very Difficult,(E) Very heavy,,(A) Very useful,(A) Very closely,(C),(C),(B),,
232291,2016-03-28T21:07:30-04:00,,2.0,,Somewhat too high,1.0,,,0.0,,,1.0,,,2.0,,,5.0,,,2.0,,,3.0,,,2.0,,,1.0,,,2.0,,,0.0,,,1.0,,,1.0,,,3.0,,,,,,,,,,,MATH 135,Winter 2016,Satisfactory,Excellent,Good,Satisfactory,Did not seek help,Not interesting,Unsatisfactory,50-75%,Helpful,Not helpful,Very helpful,Somewhat too much,Somewhat too much,11-15 houts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232275,2016-03-21T09:38:38-04:00,,0.0,,Somewhat too high,1.0,,,0.0,,,1.0,,,0.0,,,0.0,,,1.0,,,0.0,,,1.0,,,1.0,,,1.0,,,0.0,,,1.0,,,2.0,,,1.0,,,,,,,,,,,MATH 135,Winter 2016,Excellent,Excellent,Good,Excellent,Available,Interesting,Excellent,75-90%,Helpful,Helpful,Very helpful,Somewhat too much,Right amount,3-6 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232288,2016-03-26T12:41:44-04:00,,0.0,,Just Right,2.0,,,0.0,,,0.0,,,0.0,,,1.0,,,0.0,,,0.0,,,1.0,,,0.0,,,0.0,,,0.0,,,2.0,,,2.0,,,1.0,,,,,,,,,,,MATH 135,Winter 2016,Excellent,Excellent,Excellent,Excellent,Usually available,Very interesting,Excellent,75-90%,Very helpful,Very helpful,Very helpful,Right amount,Right amount,3-6 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232294,2016-03-30T04:09:19-04:00,,0.0,,Too high,0.0,,,0.0,,,2.0,,,0.0,,,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,2.0,,,3.0,,,2.0,,,3.0,,,1.0,,,,,,,,,,,MATH 135,Winter 2016,Excellent,Excellent,Satisfactory,Excellent,Usually available,Very interesting,Excellent,90-100%,Very helpful,Not helpful,No text required,Right amount,Somewhat too little,3-6 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232278,2016-03-21T18:23:42-04:00,,0.0,,Too high,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,2.0,,,,,,,,,,,MATH 135,Winter 2016,Excellent,Excellent,Excellent,Excellent,Available,Very interesting,Excellent,90-100%,Very helpful,Very helpful,Very helpful,Too much,Too much,7-10 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232284,2016-03-24T09:23:04-04:00,,0.0,,Just Right,2.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,1.0,,,2.0,,,2.0,,,2.0,,,,,,,,,,,MATH 135,Winter 2016,Excellent,Excellent,Excellent,Excellent,,Very interesting,Excellent,90-100%,Very helpful,,Helpful,Right amount,Right amount,7-10 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232274,2016-03-21T07:10:52-04:00,,1.0,,Too high,0.0,,,1.0,,,1.0,,,0.0,,,1.0,,,1.0,,,0.0,,,1.0,,,1.0,,,1.0,,,0.0,,,0.0,,,0.0,,,2.0,,,,Clear voice,,,,,,,MATH 135,Winter 2016,Good,Good,Good,Excellent,Usually available,Interesting,Excellent,75-90%,Helpful,Helpful,Very helpful,Too much,Too much,7-10 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232277,2016-03-21T16:33:47-04:00,,0.0,,Just Right,2.0,,,0.0,,,0.0,,,0.0,,,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,,,0.0,,,2.0,,,2.0,,,3.0,,,,"Mr Mukto answers to questions very patiently and tries his best not to answer in a way that is either too difficult to understand at our level, or too easy that we barely have to think.",,,"I am quite satisfied with his teaching technique and style and find it suitable for students at the MATH135 level. If there are weaknesses, they have simply been made up as part of where a student has to discover about the course for themselves, rather than to be spoon-fed.",,,"The course covers a decent amount of content that may interest students in further exploring into the world of mathematics, while equipping them with the language (of proof techniques) of the world, which I find latter to be more important than the topics.",MATH 135,Winter 2016,Excellent,Excellent,Excellent,Excellent,Usually available,Very interesting,Excellent,90-100%,Very helpful,Helpful,Very helpful,Right amount,Right amount,11-15 houts,,,,,,"Students may be a little lost while struggling with the first few weeks of class when topics are entirely focused on the proof techniques. This, hopefully, can be improved, though I do not have suggestion as to how to resolve this.",,,"Mr Mukto's passion for the subject is infectious, and cheery attitude keeps the students from getting bored, but at the same time, the latter proves to be less effective when some students takes his friendliness for granted and chat among themselves as he teach, which in turn disturbs the rest of the class.",,,"Class size: Adequate
Suitability of room: Larger board space needed for more writing (not including space covered by projector)
Noise level: Adequate",,,,,,,,,,,,,,,,,,,,
232285,2016-03-24T10:41:06-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATH 135,Winter 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232289,2016-03-28T08:37:18-04:00,,0.0,,Too high,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,,,0.0,,,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,,,,,,,,,,,MATH 135,Winter 2016,Excellent,Excellent,Excellent,Excellent,Available,Interesting,Excellent,75-90%,Very helpful,Very helpful,Very helpful,Too much,Too much,3-6 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232287,2016-03-24T21:29:44-04:00,,0.0,,Somewhat too high,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,0.0,,,0.0,,,0.0,,,1.0,,,1.0,,,4.0,,,,,,,,,,,MATH 135,Winter 2016,Excellent,Good,Good,Good,Usually available,Interesting,Good,75-90%,Very helpful,Very helpful,Very helpful,Somewhat too much,Somewhat too much,> 15 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232282,2016-03-23T11:33:15-04:00,,1.0,,Just Right,2.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,0.0,,,1.0,,,1.0,,,1.0,,,2.0,,,2.0,,,1.0,,,,,,,,,,,MATH 135,Winter 2016,Good,Good,Good,Good,Usually available,Interesting,Good,90-100%,Helpful,Helpful,Helpful,Right amount,Right amount,3-6 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232276,2016-03-21T10:33:37-04:00,,0.0,,Just Right,2.0,,,0.0,,,2.0,,,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,2.0,,,2.0,,,1.0,,,,,,,,,,,MATH 135,Winter 2016,Excellent,Excellent,Satisfactory,Good,Available,Very interesting,Excellent,90-100%,Very helpful,Very helpful,Very helpful,Right amount,Right amount,3-6 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232279,2016-03-22T06:18:51-04:00,,1.0,,Just Right,2.0,,,1.0,,,1.0,,,1.0,,,1.0,,,2.0,,,1.0,,,0.0,,,1.0,,,3.0,,,1.0,,,1.0,,,1.0,,,1.0,,,,,,,,,,,MATH 135,Winter 2016,Good,Good,Good,Good,Usually available,Not interesting,Good,90-100%,Helpful,No printed notes,Helpful,Somewhat too much,Somewhat too much,3-6 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232292,2016-03-29T10:21:57-04:00,,0.0,,Too high,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,,,0.0,,,0.0,,,,,,,,,,provide a new logical way toward math problems,MATH 135,Winter 2016,Excellent,Excellent,Excellent,Excellent,Available,Interesting,Excellent,90-100%,Very helpful,Very helpful,Very helpful,Somewhat too much,Too much,0-2 hours,,,,,,extra exercises are not enough,,,,,,,,,,,,,,,,,,,,,,,,,,
232273,2016-03-21T07:10:33-04:00,,2.0,,Just Right,2.0,,,2.0,,,2.0,,,2.0,,,2.0,,,1.0,,,2.0,,,1.0,,,1.0,,,1.0,,,1.0,,,2.0,,,2.0,,,3.0,,,,,,,,,,,MATH 135,Winter 2016,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Sometimes available,Interesting,Satisfactory,75-90%,Helpful,Helpful,Helpful,Right amount,Right amount,11-15 houts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232280,2016-03-23T11:24:40-04:00,,0.0,,Somewhat too high,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,0.0,,,1.0,,,1.0,,,0.0,,,2.0,,,2.0,,,1.0,,,,,,,,,,,MATH 135,Winter 2016,Excellent,Good,Good,Good,Usually available,Interesting,Good,90-100%,Helpful,Helpful,Very helpful,Right amount,Right amount,3-6 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232286,2016-03-24T11:39:29-04:00,,2.0,,Just Right,2.0,,,2.0,,,3.0,,,2.0,,,3.0,,,2.0,,,2.0,,,0.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,3.0,,,,,,,,,,,MATH 135,Winter 2016,Satisfactory,Satisfactory,Unsatisfactory,Satisfactory,Rarely available,Not interesting,Satisfactory,90-100%,Helpful,Helpful,Helpful,Somewhat too much,Somewhat too much,11-15 houts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232293,2016-03-29T10:44:46-04:00,,1.0,,Somewhat too high,1.0,,,0.0,Is respectful ini handling questions in class.,,1.0,"Nice handwriting, neat slides.",,0.0,Very loud and clear.,,1.0,Many of my friends say that he's almost always available and is really helpful during consultation.,,1.0,,,0.0,,,0.0,,,1.0,,,4.0,,,0.0,,,2.0,,,1.0,,,1.0,,,,,,,,,,,MATH 135,Winter 2016,Good,Excellent,Good,Excellent,Usually available,Interesting,Excellent,90-100%,Helpful,,Very helpful,Right amount,Somewhat too much,3-6 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232283,2016-03-24T08:28:40-04:00,,0.0,,Just Right,2.0,,,1.0,,,1.0,,,0.0,,,1.0,,,0.0,,,1.0,,,0.0,,,0.0,,,3.0,,,1.0,,,1.0,,,2.0,,,2.0,,,,Instructor did prove some statements that were not included in course notes and this sometimes could tremendously ease our job with assignments.,,,,,,"Very interesting course that covers different aspects in math, and bunch of new knowledge can  be gained.",MATH 135,Winter 2016,Excellent,Good,Good,Excellent,Usually available,Very interesting,Good,90-100%,Very helpful,No printed notes,Helpful,Somewhat too much,Right amount,7-10 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232272,2016-03-21T06:24:56-04:00,,0.0,,Just Right,2.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,,,2.0,,,3.0,,,,,,,,,,,MATH 135,Winter 2016,Excellent,Excellent,Excellent,Excellent,Available,Very interesting,Excellent,90-100%,Very helpful,Very helpful,Very helpful,Somewhat too much,Right amount,11-15 houts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232271,2016-03-21T05:53:03-04:00,,1.0,,Somewhat too high,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,2.0,,,3.0,,,2.0,,,1.0,,,2.0,,,2.0,,,,,,,,,,,MATH 135,Winter 2016,Good,Good,Good,Good,Usually available,Interesting,Good,75-90%,Not helpful,No printed notes,Not helpful,Somewhat too much,Right amount,7-10 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232295,2016-04-03T12:42:16-04:00,,1.0,,Somewhat too high,1.0,,,0.0,,,1.0,,,1.0,,,0.0,,,1.0,,,0.0,,,0.0,,,0.0,,,1.0,,,0.0,,,2.0,,,2.0,,,0.0,,,,His teachings were good.,,,"The speed of teaching should be a little bit slower in the starting of the course as for new students it's really hard to catch up in all new atmosphere as with high speed, much of the content becomes backlog for them.",,,textbook and the assignments as well as discussion on doubt questions of different students in the classroom.,MATH 135,Winter 2016,Good,Excellent,Good,Good,Available,Interesting,Excellent,90-100%,Very helpful,Helpful,Very helpful,Right amount,Right amount,0-2 hours,,,,,,"Too much material and less time to learn as well as there are no tutorials for this course, even there are tutorials for calculus courses which are easier than this course so in my opinion tutorials for this course are mandatory.",,,"yes, his sometimes his funny sense of humour make a positive atmosphere in the class.",,,,,,,,,,,,,,,,,,,,,,,
232290,2016-03-28T10:55:45-04:00,,0.0,,Somewhat too high,1.0,,,0.0,,,2.0,,,3.0,,,5.0,,,2.0,,,1.0,,,0.0,,,0.0,,,0.0,,,2.0,,,2.0,,,2.0,,,2.0,,,,"He is  a very patient prof., he can always answer students' questions.",,,"The versional material can be clearer. Sometimes, I cannot realize where our prof is talking about.",,,The class size is satisfied.,MATH 135,Winter 2016,Excellent,Excellent,Satisfactory,Unsatisfactory,Did not seek help,Not interesting,Good,90-100%,Very helpful,Very helpful,Not helpful,Right amount,Right amount,7-10 hours,,,,,,,,,"Yep. Once I have many excellent classmates, I get study power from them.",,,The oral English can be more streling.,,,,,,,,,,,,,,,,,,,,
232281,2016-03-23T11:29:32-04:00,,0.0,,Somewhat too high,1.0,,,0.0,,,1.0,,,0.0,,,5.0,,,2.0,,,1.0,,,0.0,,,1.0,,,1.0,,,2.0,,,2.0,,,2.0,,,1.0,,,,,,,,,,,MATH 135,Winter 2016,Excellent,Excellent,Good,Excellent,Did not seek help,Not interesting,Good,90-100%,Helpful,Helpful,Not helpful,Right amount,Right amount,3-6 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223437,2016-07-15T06:06:18-04:00,,1.0,,Just Right,2.0,,,1.0,,,2.0,,,1.0,,,1.0,,,1.0,,,1.0,,,0.0,,,1.0,,,3.0,,,3.0,,,2.0,,,2.0,,,2.0,,,,,,,,,,,MATH 135,Spring 2016,Good,Good,Satisfactory,Good,Usually available,Interesting,Good,90-100%,Helpful,No printed notes,No text required,Right amount,Right amount,7-10 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223450,2016-07-20T09:53:19-04:00,,1.0,,Somewhat too high,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,2.0,,,2.0,,,,Teach,,,,,,,MATH 135,Spring 2016,Good,Excellent,Excellent,Excellent,Available,Very interesting,Excellent,75-90%,Helpful,Helpful,Helpful,Somewhat too much,Right amount,7-10 hours,,,,,,The TAs and substitute that came in a few times were a huge downgrade from the prof,,,This is math 135 if you have time to give a shit about gender you're doing it wrong.,,,,,,,,,,,,,,,,,,,,,,,
223451,2016-07-20T10:13:08-04:00,,2.0,,Just Right,2.0,,,2.0,,,2.0,,,2.0,,,2.0,,,1.0,,,2.0,,,1.0,,,1.0,,,1.0,,,1.0,,,2.0,,,2.0,,,1.0,,,,,,,,,,,MATH 135,Spring 2016,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Sometimes available,Interesting,Satisfactory,75-90%,Helpful,Helpful,Helpful,Right amount,Right amount,3-6 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223448,2016-07-19T15:16:12-04:00,,1.0,,Just Right,2.0,,,2.0,,,2.0,,,2.0,,,2.0,,,1.0,,,2.0,,,2.0,,,1.0,,,3.0,,,4.0,,,2.0,,,2.0,,,2.0,,,,,,,,,,,MATH 135,Spring 2016,Good,Satisfactory,Satisfactory,Satisfactory,Sometimes available,Interesting,Satisfactory,50-75%,Helpful,No printed notes,,Right amount,Right amount,7-10 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223445,2016-07-19T08:28:07-04:00,,3.0,,Just Right,2.0,,,2.0,,,2.0,,,2.0,,,1.0,,,1.0,,,2.0,,,0.0,,,0.0,,,0.0,,,3.0,,,1.0,,,2.0,,,2.0,,,,,,,,,,,MATH 135,Spring 2016,Unsatisfactory,Satisfactory,Satisfactory,Satisfactory,Usually available,Interesting,Satisfactory,90-100%,Very helpful,Very helpful,No text required,Somewhat too much,Right amount,7-10 hours,,,,,,,,,,,,"The instructor left two weeks for vacation. During these two weeks, TA taught the material poorly. The TA does not do any proof or exercises, she only read through the slides.",,,,,,,,,,,,,,,,,,,,
223444,2016-07-19T07:46:09-04:00,,3.0,,Somewhat too high,1.0,,,3.0,,,3.0,,,3.0,,,3.0,,,2.0,,,3.0,,,1.0,,,2.0,,,2.0,,,2.0,,,0.0,,,0.0,,,1.0,,,,none,,,"slow down with more examples
and be patient",,,credit,MATH 135,Spring 2016,Unsatisfactory,Unsatisfactory,Unsatisfactory,Unsatisfactory,Rarely available,Not interesting,Unsatisfactory,75-90%,Not helpful,Not helpful,Not helpful,Too much,Too much,3-6 hours,,,,,,too hard,,,,,,two new teachers taught like a mess,,,,,,,,,,,,,,,,,,,,
223433,2016-07-14T12:12:16-04:00,,1.0,,Just Right,2.0,,,0.0,,,1.0,,,1.0,,,2.0,,,1.0,,,1.0,,,1.0,,,0.0,,,1.0,,,1.0,,,1.0,,,2.0,,,1.0,,,,"The in-class examples cover a broad array of the question types that were seen in the course assignments, I always felt prepared for a question.",,,"Some steps in example proofs were unclear, or where a particular value came from was not always explained.",,,"Interesting and fresh coming from high school math, presents a new way of thinking.",MATH 135,Spring 2016,Good,Excellent,Good,Good,Sometimes available,Interesting,Good,75-90%,Very helpful,Helpful,Helpful,Somewhat too much,Right amount,3-6 hours,,,,,,Somewhat abstract in concept; not always a clear link between in class concept and questions on assignments,,,I noticed no effects.,,,"Room was perhaps too large for the class size, although not a huge issue.",,,,,,,,,,,,,,,,,,,,
223446,2016-07-19T09:08:18-04:00,,4.0,,Too low,4.0,,,4.0,,,4.0,,,4.0,,,4.0,,,2.0,,,4.0,,,0.0,,,3.0,,,3.0,,,3.0,,,4.0,,,4.0,,,2.0,,,,,,,,,,,MATH 135,Spring 2016,Very poor,Very poor,Very poor,Very poor,Unavailable,Not interesting,Very poor,90-100%,No work assigned,No printed notes,No text required,Too little,Too little,7-10 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223457,2016-07-25T15:52:25-04:00,,1.0,,Somewhat too high,1.0,,,1.0,,,0.0,,,1.0,,,1.0,,,0.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,,,,,,,,,MATH 135,Spring 2016,Good,Good,Excellent,Good,Usually available,Very interesting,Good,75-90%,Helpful,Helpful,Helpful,Somewhat too much,Somewhat too much,3-6 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
