Response ID,Response Time,Q1: Q1,Q1 Select Index,Q1 Comment,Q2: Q2,Q2 Select Index,Q2 Comment,Q3: Q3,Q3 Select Index,Q3 Comment,Q4: Q4,Q4 Select Index,Q4 Comment,Q5: Q5,Q5 Select Index,Q5 Comment,Q6: Q6,Q6 Select Index,Q6 Comment,Q7: Q7,Q7 Select Index,Q7 Comment,Q8: Q8,Q8 Select Index,Q8 Comment,Q9: Q9,Q9 Select Index,Q9 Comment,Q10: Q10,Q10 Select Index,Q10 Comment,Q11: Q11,Q11 Select Index,Q11 Comment,Q12: Q12,Q12 Select Index,Q12 Comment,Q13: Q13,Q13 Select Index,Q13 Comment,Q14: Q14,Q14 Select Index,Q14 Comment,Q15: Q15,Q15 Select Index,Q15 Comment,Q16: Q16,Q16 Select Index,Q16 Comment,Q17: Q17,Q17 Select Index,Q17 Comment,Q18: Q18,Q18 Select Index,Q18 Comment,Q19: Things Done Well,Q19 Select Index,Q19 Comment,Q20: Improvements to be Made,Q20 Select Index,Q20 Comment
484142,2018-11-21T15:49:37.499775-05:00,(A) Organized,0,,(A) Clear,0,,(A) Excellent,0,,(B),1,,,,,(C),2,,(A) A great deal,0,,(A) Obviously enthusiastic & responsible,0,,(A) Friendly & open,0,,(B),1,,(C),2,,(D),3,,(C),2,,(A) Very useful,0,,(B),1,,(B),1,,(B),1,,(A) All classes attended,0,,,,,,,
484364,2018-11-21T16:11:42.112001-05:00,(A) Organized,0,,(A) Clear,0,,(B),1,,(A) Excellent,0,,,,,(B),1,,(B),1,,(B),1,,(A) Friendly & open,0,,(B),1,,(D),3,,(C),2,,(D),3,,(B),1,,(B),1,,(B),1,,(B),1,,(A) All classes attended,0,,,,,,,
483082,2018-11-21T14:19:34.351367-05:00,(A) Organized,0,,(A) Clear,0,,(B),1,,(A) Excellent,0,,(B),1,,(B),1,,(C),2,,(B),1,,(B),1,,(B),1,,(D),3,,(C),2,,(D),3,,(A) Very useful,0,,(A) Very closely,0,,(D),3,,(A) Excellent,0,,(A) All classes attended,0,,,,,,,
484343,2018-11-21T16:10:49.143456-05:00,(A) Organized,0,,(A) Clear,0,,(B),1,,(A) Excellent,0,,,,,(B),1,,(A) A great deal,0,,(A) Obviously enthusiastic & responsible,0,,(A) Friendly & open,0,,(B),1,,(D),3,,(D),3,,(A) Very useful,0,,(A) Very useful,0,,(A) Very closely,0,,(D),3,,(B),1,,(A) All classes attended,0,,,,"I really enjoy the teaching style and the extremely organized visuals used in class. The structure to the writing on boards and the system of examples, definitions, and theorems are extremely useful to help me understand the material. ",,,"Sometimes the content seems to move very quickly and I won't have enough time to process the information before the next topic is introduced. I understand that the course schedule requires this speed of lectures however if possible, whether by reducing the number of examples to a select few, or changing the format the theory is presented in, any reduction in the speed of the lecture would help me. "
479424,2018-11-21T10:17:29.728867-05:00,(B),1,,(B),1,,(A) Excellent,0,,(B),1,,(B),1,,(C),2,,(B),1,,(B),1,,(B),1,,(C),2,,(E) Very Difficult,4,,(C),2,,(E) Totally useless,4,,(A) Very useful,0,,(A) Very closely,0,,(A) Very valuable,0,,(C),2,,(A) All classes attended,0,,,,,,,
484313,2018-11-21T16:09:43.703385-05:00,(A) Organized,0,,(B),1,,(B),1,,(A) Excellent,0,,(A) Volunteering assistance with pleasure,0,,(B),1,,(B),1,,(A) Obviously enthusiastic & responsible,0,,(A) Friendly & open,0,,(A) Very high,0,,(D),3,,(D),3,,(C),2,,(A) Very useful,0,,(B),1,,(C),2,,(A) Excellent,0,,(A) All classes attended,0,,,,I really enjoy how you give your time outside of class to help with problems or organize help sessions for those who hadn’t seen vectors. Really great course that taught me a lot. ,,,Perhaps explain concepts in laymen’s terms more as the math terminology can at times be confusing.
484302,2018-11-21T16:09:13.505248-05:00,(A) Organized,0,,(A) Clear,0,,(A) Excellent,0,,(A) Excellent,0,,,,,(C),2,,(A) A great deal,0,,(A) Obviously enthusiastic & responsible,0,,(A) Friendly & open,0,,(B),1,,(D),3,,(D),3,,,,,(A) Very useful,0,,(B),1,,(B),1,,(B),1,,(A) All classes attended,0,,,,"I was very impressed by this course. It was hard in the beginning, but you helped to make it work, thanks!",,,"Maybe spend more time on imaginary numbers. With this as the first concept, right as we enter university, it's scary. "
484238,2018-11-21T16:06:45.977855-05:00,(B),1,,(B),1,,(B),1,,(B),1,,(B),1,,(B),1,,(B),1,,(B),1,,(B),1,,(B),1,,(D),3,,(D),3,,(C),2,,(B),1,,(C),2,,(B),1,,(B),1,,(A) All classes attended,0,,,,,,,
470613,2018-11-19T14:59:43.628840-05:00,(B),1,,(B),1,,(B),1,,(C),2,,,,,(A) Far too high,0,,(B),1,,(A) Obviously enthusiastic & responsible,0,,(B),1,,(C),2,,(E) Very Difficult,4,,(D),3,,(D),3,,(A) Very useful,0,,(B),1,,(C),2,,(C),2,,(A) All classes attended,0,,,,,,,
484263,2018-11-21T16:07:55.673062-05:00,(A) Organized,0,,(A) Clear,0,,(A) Excellent,0,,(A) Excellent,0,,(D),3,,(C),2,,(A) A great deal,0,,(A) Obviously enthusiastic & responsible,0,,(A) Friendly & open,0,,(A) Very high,0,,(E) Very Difficult,4,,(E) Very heavy,4,,(B),1,,(A) Very useful,0,,(A) Very closely,0,,(E) Not valuable at all,4,,(A) Excellent,0,,(A) All classes attended,0,,,,keep it up mukto,,,
476093,2018-11-20T14:35:15.039633-05:00,(C),2,,(B),1,,(B),1,,(C),2,,,,,(B),1,,(B),1,,(B),1,,(B),1,,(C),2,,(E) Very Difficult,4,,(C),2,,(D),3,,(B),1,,(B),1,,(C),2,,(B),1,,(A) All classes attended,0,,,,The review lectures before midterms and quizzes were really helpful.,,,I had trouble visualizing subspaces and vector spaces. Maybe if you could draw something or show us some visuals of what they look like instead of just giving us the equations to find them.
484256,2018-11-21T16:07:37.238413-05:00,(A) Organized,0,,(A) Clear,0,,(A) Excellent,0,,(B),1,,(A) Volunteering assistance with pleasure,0,,(C),2,,(D),3,,(A) Obviously enthusiastic & responsible,0,,(A) Friendly & open,0,,(C),2,,(B),1,,(C),2,,(C),2,,(A) Very useful,0,,(B),1,,(A) Very valuable,0,,(C),2,,(A) All classes attended,0,,,,,,,Can you please give us time to solve the examples in class?
484312,2018-11-21T16:09:39.362407-05:00,(A) Organized,0,,(A) Clear,0,,(B),1,,(A) Excellent,0,,(B),1,,(C),2,,(A) A great deal,0,,(A) Obviously enthusiastic & responsible,0,,(B),1,,(B),1,,(D),3,,(D),3,,(B),1,,(B),1,,(B),1,,(C),2,,(B),1,,(B),1,,,,,,,
483122,2018-11-21T14:23:55.461517-05:00,(A) Organized,0,,(A) Clear,0,,(A) Excellent,0,,(B),1,,(A) Volunteering assistance with pleasure,0,,(C),2,,(A) A great deal,0,,(A) Obviously enthusiastic & responsible,0,,(A) Friendly & open,0,,(A) Very high,0,,(D),3,,(D),3,,(C),2,,(A) Very useful,0,,(A) Very closely,0,,(E) Not valuable at all,4,,(B),1,,(A) All classes attended,0,,,,Awesome teaching and excellent knowledge of the content. You can tell Professor Akash really cares about his students. ,,,More visual aids to help with a deeper understanding of the concepts. For example the YouTube channel 3Blue1Brown has excellent visual aids for linear algebra.
484283,2018-11-21T16:08:45.479148-05:00,(A) Organized,0,,(A) Clear,0,,(B),1,,(B),1,,(B),1,,(C),2,,(B),1,,(B),1,,(C),2,,(B),1,,(C),2,,(C),2,,(D),3,,(B),1,,(B),1,,(C),2,,(B),1,,(A) All classes attended,0,,,,,,,
475497,2018-11-20T13:44:00.028478-05:00,(B),1,,(B),1,,(A) Excellent,0,,(A) Excellent,0,,,,,(B),1,,(A) A great deal,0,,(A) Obviously enthusiastic & responsible,0,,(A) Friendly & open,0,,(B),1,,(D),3,,(D),3,,,,,(B),1,,(A) Very closely,0,,(A) Very valuable,0,,(A) Excellent,0,,(A) All classes attended,0,,,,,,,
484316,2018-11-21T16:09:47.051160-05:00,(A) Organized,0,,(B),1,,(A) Excellent,0,,(A) Excellent,0,,,,,(C),2,,(A) A great deal,0,,(B),1,,(B),1,,(A) Very high,0,,(C),2,,(B),1,,(D),3,,(A) Very useful,0,,(A) Very closely,0,,(E) Not valuable at all,4,,(A) Excellent,0,,(A) All classes attended,0,,,,,,,I would say the course was good except that our class seemed far behind the other sections. I would have rathered we picked up the pace a bit. 
484293,2018-11-21T16:08:58.535956-05:00,(B),1,,(C),2,,(A) Excellent,0,,(B),1,,,,,(B),1,,(A) A great deal,0,,(B),1,,(B),1,,(C),2,,(E) Very Difficult,4,,(E) Very heavy,4,,(D),3,,(A) Very useful,0,,(C),2,,(B),1,,(C),2,,(A) All classes attended,0,,,,,,,
478833,2018-11-21T09:36:45.954732-05:00,(C),2,,(C),2,,(B),1,,(C),2,,,,,(B),1,,,,,(C),2,,(C),2,,(D),3,,(D),3,,(E) Very heavy,4,,(E) Totally useless,4,,(C),2,,(B),1,,(A) Very valuable,0,"I feel like tutorials would be very valuable. However, the length of time of the tutotial should be increased to be equal to that of the other courses. (1hr to 2hr). And the format should be changed from as they are now, as TA's currently discourage asking questions.",(C),2,,(A) All classes attended,0,,,,,,,
484251,2018-11-21T16:07:28.662100-05:00,(B),1,,(B),1,,(B),1,,(A) Excellent,0,,,,,(C),2,,(B),1,,(A) Obviously enthusiastic & responsible,0,,(A) Friendly & open,0,,(B),1,,(D),3,,(C),2,,(D),3,,(A) Very useful,0,,(A) Very closely,0,,(D),3,,(B),1,,(A) All classes attended,0,,,,,,,
484407,2018-11-21T16:13:16.399028-05:00,(A) Organized,0,,(B),1,,(A) Excellent,0,,(A) Excellent,0,,(C),2,,(C),2,,(C),2,,(A) Obviously enthusiastic & responsible,0,,(B),1,,(B),1,,(D),3,,(D),3,,,,,(A) Very useful,0,,(B),1,,(D),3,,(B),1,,(A) All classes attended,0,,,,"Very clear presentation and hand writing is extremely neat and clean. Explanations are also usually very clear while teaching, and it’s obvious that preparation is done before conducting the lectures.",,,Sometimes the explanations need to be broken down to a more basic level. Also reiterating that “we should know this concept” discourages us to ask questions.
484249,2018-11-21T16:07:24.714091-05:00,(A) Organized,0,,(A) Clear,0,,(A) Excellent,0,,(A) Excellent,0,,(A) Volunteering assistance with pleasure,0,,(C),2,,(A) A great deal,0,,(B),1,,(B),1,,(B),1,,(E) Very Difficult,4,,(D),3,,(C),2,,(B),1,,(B),1,,(B),1,,(B),1,,(A) All classes attended,0,,,,,,,
484335,2018-11-21T16:10:19.957668-05:00,(B),1,,(B),1,,(B),1,,(A) Excellent,0,,(B),1,,(D),3,,(B),1,,(B),1,,(B),1,,(B),1,,(E) Very Difficult,4,,(E) Very heavy,4,,(E) Totally useless,4,,(A) Very useful,0,,(B),1,,(C),2,,(B),1,,(A) All classes attended,0,,,,,,,
484362,2018-11-21T16:11:33.144317-05:00,(A) Organized,0,,(A) Clear,0,,(A) Excellent,0,,(A) Excellent,0,,(B),1,,(B),1,,(A) A great deal,0,,(B),1,,(B),1,,(B),1,,(E) Very Difficult,4,,(E) Very heavy,4,,(E) Totally useless,4,,(B),1,,(B),1,,(E) Not valuable at all,4,,(D),3,,(A) All classes attended,0,,,,"Considering dense the course is, you did a very good job delivering all the content to us and trying to explain all major concepts.",,,"I think the lectures were the most fast-paced out of all my classes, and it is extremely hard to catch up when you don't understand a previous concept as soon as it is taught, which was nearly impossible for me to do every time something new was taught. "
484386,2018-11-21T16:12:28.882460-05:00,(A) Organized,0,,(B),1,,(A) Excellent,0,,(A) Excellent,0,,(A) Volunteering assistance with pleasure,0,,(A) Far too high,0,,(B),1,,(B),1,,(B),1,,(B),1,,(E) Very Difficult,4,,(E) Very heavy,4,,(D),3,,(A) Very useful,0,,(C),2,,(E) Not valuable at all,4,,(B),1,,(A) All classes attended,0,,,,The notes you write on the whiteboards are very useful and make it easy to review content later on.,,,"It would benficiary if you could possibly lower the complexity of the vocabulary you use to describe concepts, as this may prove to be difficult for many students to follow along during the lecture."
475980,2018-11-20T14:22:10.521087-05:00,(E) Disorganized,4,,(B),1,,(C),2,,(D),3,,(B),1,,(B),1,,(B),1,,(C),2,,(B),1,,(C),2,,(D),3,,(E) Very heavy,4,,(B),1,,(B),1,,(C),2,,(D),3,,(C),2,,(B),1,,,,You're funny sometimes,,,You should prepare notes ahead of time for every lecture
484382,2018-11-21T16:12:21.308959-05:00,(A) Organized,0,,(A) Clear,0,,(A) Excellent,0,,(A) Excellent,0,,,,,(B),1,"You need to understand previous topics very well, and if you don't it's hard to understand new topics. As well, the topics very covered very fast.",(A) A great deal,0,,(A) Obviously enthusiastic & responsible,0,,(A) Friendly & open,0,,(A) Very high,0,,(D),3,,(D),3,,,,,(A) Very useful,0,,(A) Very closely,0,,(B),1,,(B),1,,(A) All classes attended,0,,,,Explain everything very well. The notes are clearly outlined and understandable.,,,Move a little slower on some topics as it feels like we get bombarded with a ton of info.
484314,2018-11-21T16:09:46.661017-05:00,(A) Organized,0,,(A) Clear,0,,(A) Excellent,0,,(A) Excellent,0,,(A) Volunteering assistance with pleasure,0,,(A) Far too high,0,,(C),2,,(B),1,,(B),1,,(B),1,,(E) Very Difficult,4,,(E) Very heavy,4,,(C),2,,(B),1,,(B),1,,(A) Very valuable,0,,(C),2,,(B),1,,,,,,,"I think the lectures are too fast, as soon as we somehow get caught up there seems to be 5 new things to learn each day"
483070,2018-11-21T14:19:05.333754-05:00,(A) Organized,0,,(A) Clear,0,,(A) Excellent,0,,(A) Excellent,0,,(A) Volunteering assistance with pleasure,0,,(C),2,,(A) A great deal,0,,(A) Obviously enthusiastic & responsible,0,,(A) Friendly & open,0,,(A) Very high,0,,(E) Very Difficult,4,,(E) Very heavy,4,,(B),1,,(A) Very useful,0,,(A) Very closely,0,,(C),2,,(B),1,,(A) All classes attended,0,,,,,,,
484294,2018-11-21T16:08:59.735706-05:00,(B),1,,(B),1,,(A) Excellent,0,,(A) Excellent,0,,,,,(C),2,,(B),1,,(B),1,,(B),1,,(B),1,,(D),3,,(D),3,,,,,(B),1,,(B),1,,(D),3,My tutorial happened at the beginning of the week and covered material that was taught later in the week,(B),1,,(A) All classes attended,0,,,,,,,
484368,2018-11-21T16:11:46.457583-05:00,(A) Organized,0,,(A) Clear,0,,(A) Excellent,0,,(A) Excellent,0,,(A) Volunteering assistance with pleasure,0,,(C),2,,(A) A great deal,0,,(A) Obviously enthusiastic & responsible,0,,(A) Friendly & open,0,,(A) Very high,0,,(C),2,,(C),2,,(C),2,,(A) Very useful,0,,(A) Very closely,0,,(D),3,,(A) Excellent,0,,(B),1,,,,,,,Too much notes to take in the time given
473831,2018-11-20T10:41:19.629394-05:00,(A) Organized,0,,(B),1,,(C),2,,(B),1,,(B),1,,(A) Far too high,0,,(C),2,,(B),1,,(B),1,,(B),1,,(E) Very Difficult,4,,(E) Very heavy,4,,(C),2,,(C),2,,(D),3,,(C),2,,(C),2,,(B),1,,,,,,,
483661,2018-11-21T15:11:58.008097-05:00,(A) Organized,0,,(A) Clear,0,,(A) Excellent,0,,(A) Excellent,0,,,,,(C),2,,(C),2,,(B),1,,(A) Friendly & open,0,,(B),1,,(D),3,,(C),2,,,,,(C),2,,(B),1,"Course material covered more breadth of knowledge, which I preferred, while tests covered material of examples we did in class",(A) Very valuable,0,,(B),1,,(A) All classes attended,0,,,,"Presentation (whiteboard, projectors) were extremely clear and easy to understand. Questions were always answered very helpfully.",,,
484416,2018-11-21T16:13:45.777417-05:00,(A) Organized,0,,(A) Clear,0,,(A) Excellent,0,,(A) Excellent,0,,(A) Volunteering assistance with pleasure,0,,(B),1,,(C),2,,(A) Obviously enthusiastic & responsible,0,,(B),1,,(B),1,,(E) Very Difficult,4,,(E) Very heavy,4,,,,,(B),1,,(B),1,,(E) Not valuable at all,4,"Tutorials would be useful, but the way they were done were useless to me personally. ",(C),2,,(A) All classes attended,0,,,,The organization of your lectures is exceptional. ,,,"Personally, I would have appreciated reminders in regards to the mathematical notation you used. Often times I found that when I listened to what you were saying, I understood what you were trying to teach. However, because of the pace of the teaching, it is usually quite difficult to take down notes and listen at the same time. As a result, when I copy down all the notes, I may have missed something you said verbally, and then when I look back on my notes, I don’t understand what you wrote as I am unfamiliar with the notation. Nevertheless, you’re a great instructor and thank you."
487380,2018-11-22T10:30:09.071027-05:00,(B),1,,(C),2,,(B),1,,(A) Excellent,0,,(B),1,,(B),1,,(A) A great deal,0,,(A) Obviously enthusiastic & responsible,0,,(A) Friendly & open,0,,(B),1,,(E) Very Difficult,4,,(D),3,,(B),1,,(A) Very useful,0,,(A) Very closely,0,,(A) Very valuable,0,,(B),1,,(A) All classes attended,0,,,,,,,
484395,2018-11-21T16:12:48.257201-05:00,(B),1,,(B),1,,(A) Excellent,0,,(B),1,,(A) Volunteering assistance with pleasure,0,,(B),1,,(B),1,,(B),1,,(A) Friendly & open,0,,(B),1,,(D),3,,(D),3,,(B),1,,(A) Very useful,0,,(B),1,,(C),2,,(B),1,,(A) All classes attended,0,,,,,,,
484268,2018-11-21T16:08:05.661719-05:00,(C),2,,(B),1,,(A) Excellent,0,,(B),1,,,,,(B),1,,(C),2,,(B),1,,(C),2,,(B),1,,(D),3,,(D),3,,(D),3,,(A) Very useful,0,,(A) Very closely,0,,(E) Not valuable at all,4,,(B),1,,(A) All classes attended,0,,,,,,,
484271,2018-11-21T16:08:13.956395-05:00,(C),2,,(B),1,,(B),1,,(B),1,,(A) Volunteering assistance with pleasure,0,,(C),2,,(B),1,,(C),2,,(A) Friendly & open,0,,(D),3,,(D),3,,(D),3,,(D),3,,(A) Very useful,0,,(A) Very closely,0,,(D),3,,(D),3,,(A) All classes attended,0,,,,,,,
484289,2018-11-21T16:08:55.008292-05:00,(C),2,,(A) Clear,0,,(A) Excellent,0,,(B),1,,(A) Volunteering assistance with pleasure,0,,(B),1,,(C),2,,(B),1,,(B),1,,(B),1,,(D),3,,(D),3,,(D),3,,(B),1,,(B),1,,(D),3,,(B),1,,(A) All classes attended,0,,,,,,,There are way too many notes. It would be nice to have some time to actually try doing the exercises in class. 
484444,2018-11-21T16:16:45.147530-05:00,(A) Organized,0,,(B),1,,(A) Excellent,0,,(A) Excellent,0,"Mukto has very neat writing, I love it.",,,,(B),1,,(A) A great deal,0,,(B),1,,(A) Friendly & open,0,,(B),1,,(E) Very Difficult,4,,(E) Very heavy,4,,,,,(A) Very useful,0,,(A) Very closely,0,,(C),2,,(C),2,,(B),1,,,,,,,"I understand that this course has a lot of material to get through in the short amount of time we have, but often Mukto would cover a lot of material in the last 20 minutes of class and everyone would be desperately scribbling down every character, not understanding what it means but also so lost that they don’t know what to even ask to better understand. The whole course was utterly confusing but I think that that’s just the way the material is. It might be nice to wait for everyone to catch up and review what just happened and let people process it and ask questions, time allowing. "
